t`s`float	v(vrow,vg)`V`float	v(vg,vcol)`V`float	par(abs(i(vsrc))`Params`float	v(vg)`V`float	v(vrow)`V`float	v(vcol)`V`float
7.868	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.869	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.87	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.871	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.872	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.873	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.874	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.875	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.876	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.877	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.878	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.879	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.88	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.881	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.882	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.883	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.884	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.885	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.886	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.887	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.888	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.889	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.89	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.891	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.892	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.893	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.894	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.895	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.896	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.897	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.898	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.899	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.9	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.901	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.902	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.903	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.904	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.905	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.906	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.907	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.908	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.909	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.91	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.911	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.912	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.913	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.914	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.915	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.916	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.917	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.918	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.919	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.92	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.921	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.922	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.923	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.924	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.925	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.926	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.927	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.928	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.929	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.93	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.931	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.932	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.933	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.934	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.935	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.936	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.937	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.938	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.939	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.94	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.941	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.942	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.943	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.944	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.945	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.946	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.947	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.948	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.949	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.95	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.951	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.952	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.953	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.954	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.955	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.956	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.957	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.958	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.959	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.96	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.961	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.962	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.963	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.964	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.965	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.966	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.967	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.968	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.969	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.97	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.971	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.972	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.973	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.974	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.975	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.976	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.977	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.978	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.979	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.98	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.981	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.982	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.983	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.984	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.985	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.986	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.987	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.988	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.989	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.99	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.991	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.992	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.993	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.994	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.995	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.996	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.997	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.998	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
7.999	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
8	-8.34868e-37	8.34868e-37	0	8.34868e-37	0	0
8.00021	0.000954579	9.54579e-05	0	0.0010739	0.00202848	0.000978444
8.00043	0.00190916	0.000190916	0	0.0021478	0.00405696	0.00195689
8.00086	0.00381831	0.000381831	0	0.00429561	0.00811392	0.00391377
8.00172	0.00763663	0.000763663	0	0.00859121	0.0162278	0.00782755
8.00272	0.0120811	0.00120811	0	0.0135912	0.0256723	0.0123831
8.00372	0.0165255	0.00165255	0	0.0185912	0.0351167	0.0169387
8.00472	0.02097	0.002097	0	0.0235912	0.0445612	0.0214942
8.00572	0.0254144	0.00254144	0	0.0285912	0.0540056	0.0260498
8.00672	0.0298588	0.00298588	0	0.0335912	0.0634501	0.0306053
8.00772	0.0343033	0.00343033	0	0.0385912	0.0728945	0.0351609
8.00872	0.0387477	0.00387477	0	0.0435912	0.082339	0.0397164
8.00972	0.0431922	0.00431922	0	0.0485912	0.0917834	0.044272
8.01072	0.0476366	0.00476366	0	0.0535912	0.101228	0.0488276
8.01172	0.0520811	0.00520811	0	0.0585912	0.110672	0.0533831
8.01272	0.0565255	0.00565255	0	0.0635912	0.120117	0.0579387
8.01372	0.0609699	0.00609699	0	0.0685912	0.129561	0.0624942
8.01472	0.0654144	0.00654144	0	0.0735912	0.139006	0.0670498
8.01572	0.0698588	0.00698588	0	0.0785912	0.14845	0.0716053
8.01672	0.0743033	0.00743033	0	0.0835912	0.157895	0.0761609
8.01772	0.0787477	0.00787477	0	0.0885912	0.167339	0.0807164
8.01872	0.0831922	0.00831922	0	0.0935912	0.176783	0.085272
8.01972	0.0876366	0.00876366	0	0.0985912	0.186228	0.0898276
8.02072	0.0920811	0.00920811	0	0.103591	0.195672	0.0943831
8.02172	0.0965255	0.00965255	0	0.108591	0.205117	0.0989387
8.02272	0.10097	0.010097	0	0.113591	0.214561	0.103494
8.02372	0.105414	0.0105414	0	0.118591	0.224006	0.10805
8.02472	0.109859	0.0109859	0	0.123591	0.23345	0.112605
8.02572	0.114303	0.0114303	0	0.128591	0.242895	0.117161
8.02672	0.118748	0.0118748	0	0.133591	0.252339	0.121716
8.02772	0.123192	0.0123192	0	0.138591	0.261783	0.126272
8.02872	0.127637	0.0127637	0	0.143591	0.271228	0.130828
8.02972	0.132081	0.0132081	0	0.148591	0.280672	0.135383
8.03072	0.136525	0.0136526	0	0.153591	0.290117	0.139939
8.03172	0.14097	0.014097	0	0.158591	0.299561	0.144494
8.03272	0.145414	0.0145414	0	0.163591	0.309006	0.14905
8.03372	0.149859	0.0149859	0	0.168591	0.31845	0.153605
8.03472	0.154303	0.0154303	0	0.173591	0.327895	0.158161
8.03572	0.158748	0.0158748	0	0.178591	0.337339	0.162716
8.03672	0.163192	0.0163192	0	0.183591	0.346783	0.167272
8.03772	0.167637	0.0167637	0	0.188591	0.356228	0.171828
8.03872	0.172081	0.0172081	0	0.193591	0.365672	0.176383
8.03972	0.176526	0.0176526	0	0.198591	0.375117	0.180939
8.04072	0.18097	0.018097	0	0.203591	0.384561	0.185494
8.04172	0.185414	0.0185414	0	0.208591	0.394006	0.19005
8.04272	0.189859	0.0189859	0	0.213591	0.40345	0.194605
8.04372	0.194303	0.0194303	0	0.218591	0.412894	0.199161
8.04472	0.198748	0.0198748	0	0.223591	0.422339	0.203717
8.04572	0.203192	0.0203192	0	0.228591	0.431783	0.208272
8.04672	0.207637	0.0207637	0	0.233591	0.441228	0.212828
8.04772	0.212081	0.0212081	0	0.238591	0.450672	0.217383
8.04872	0.216525	0.0216525	0	0.243591	0.460117	0.221939
8.04972	0.22097	0.022097	0	0.248591	0.469561	0.226494
8.05072	0.225414	0.0225414	0	0.253591	0.479006	0.23105
8.05172	0.229859	0.0229859	0	0.258591	0.48845	0.235605
8.05272	0.234303	0.0234303	0	0.263591	0.497894	0.240161
8.05372	0.238748	0.0238748	0	0.268591	0.507339	0.244716
8.05472	0.243192	0.0243192	0	0.273591	0.516783	0.249272
8.05572	0.247637	0.0247637	0	0.278591	0.526228	0.253828
8.05672	0.252081	0.0252081	0	0.283591	0.535672	0.258383
8.05772	0.256525	0.0256526	0	0.288591	0.545117	0.262939
8.05872	0.26097	0.026097	0	0.293591	0.554561	0.267494
8.05972	0.265414	0.0265414	0	0.298591	0.564006	0.27205
8.06072	0.269859	0.0269859	0	0.303591	0.57345	0.276605
8.06172	0.274303	0.0274303	0	0.308591	0.582895	0.281161
8.06272	0.278748	0.0278748	0	0.313591	0.592339	0.285717
8.06372	0.283192	0.0283192	0	0.318591	0.601783	0.290272
8.06472	0.287637	0.0287637	0	0.323591	0.611228	0.294828
8.06572	0.292081	0.0292081	0	0.328591	0.620672	0.299383
8.06672	0.296526	0.0296526	0	0.333591	0.630117	0.303939
8.06772	0.30097	0.030097	0	0.338591	0.639561	0.308494
8.06872	0.305414	0.0305414	0	0.343591	0.649006	0.31305
8.06972	0.309859	0.0309859	0	0.348591	0.65845	0.317605
8.07072	0.314303	0.0314303	0	0.353591	0.667894	0.322161
8.07172	0.318748	0.0318748	0	0.358591	0.677339	0.326717
8.07272	0.323192	0.0323192	0	0.363591	0.686783	0.331272
8.07372	0.327637	0.0327637	0	0.368591	0.696228	0.335828
8.07472	0.332081	0.0332081	0	0.373591	0.705672	0.340383
8.07572	0.336525	0.0336526	0	0.378591	0.715117	0.344939
8.07672	0.34097	0.034097	0	0.383591	0.724561	0.349494
8.07772	0.345414	0.0345414	0	0.388591	0.734006	0.35405
8.07872	0.349859	0.0349859	0	0.393591	0.74345	0.358605
8.07972	0.354303	0.0354303	0	0.398591	0.752895	0.363161
8.08072	0.358748	0.0358748	0	0.403591	0.762339	0.367716
8.08172	0.363192	0.0363192	0	0.408591	0.771783	0.372272
8.08272	0.367637	0.0367637	0	0.413591	0.781228	0.376828
8.08372	0.372081	0.0372081	0	0.418591	0.790672	0.381383
8.08472	0.376525	0.0376525	0	0.423591	0.800117	0.385939
8.08572	0.38097	0.038097	0	0.428591	0.809561	0.390494
8.08672	0.385414	0.0385414	0	0.433591	0.819006	0.39505
8.08772	0.389859	0.0389859	0	0.438591	0.82845	0.399605
8.08872	0.394303	0.0394303	0	0.443591	0.837894	0.404161
8.08972	0.398748	0.0398748	0	0.448591	0.847339	0.408716
8.09072	0.403192	0.0403192	0	0.453591	0.856783	0.413272
8.09172	0.407637	0.0407637	0	0.458591	0.866228	0.417828
8.09272	0.412081	0.0412081	0	0.463591	0.875672	0.422383
8.09372	0.416525	0.0416525	0	0.468591	0.885117	0.426939
8.09472	0.42097	0.042097	0	0.473591	0.894561	0.431494
8.09572	0.425414	0.0425414	0	0.478591	0.904006	0.43605
8.09672	0.429859	0.0429859	0	0.483591	0.91345	0.440605
8.09772	0.434303	0.0434303	0	0.488591	0.922894	0.445161
8.09872	0.438748	0.0438748	0	0.493591	0.932339	0.449717
8.09972	0.443192	0.0443192	0	0.498591	0.941783	0.454272
8.1	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10028	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10056	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.10913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.11913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.12913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.13913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.14913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.15913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.16913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.17913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.18913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.19913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.20913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.21913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.22913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.23913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.24913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.25913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.26913	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27013	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27113	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27213	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27313	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27413	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27513	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27613	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27713	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27813	0.444444	0.0444444	0	0.5	0.944444	0.455556
8.27913	0.444444	0.0444444	0	0.5	0.944444	0.455556
